Account,Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,Cost,Conversions,is_aimax,cat,why
Sabinsky,invisalign,Phrase match (close variant),Added,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,1,12,16.63,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,orthodontist west windsor,Exact match,Added,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,new jersey oral and facial surgery,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,2,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
Sabinsky,can insurance cover invisalign,Phrase match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,Ortho + insurance/coverage question
Sabinsky,horizon nj health dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,smiles of old bridge,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,aligner,Exact match (close variant),None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,mile square orthodontics,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,sabinsky orthodontics,Exact match,Added,Search | Brand,Brand,10,46,63.08,3.0,False,Highly Relevant,Own brand / branded navigational
Sabinsky,one tooth out of place,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Sabinsky,princeton oral and maxillofacial,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Braces,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,kirk kalogiannis,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,veneers without shaving teeth cost,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist bridgewater nj,AI Max,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Sabinsky,dentist bridgewater,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,the smilist,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,bosonac,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,freda and suriano bloomfield nj,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,True,Irrelevant,No dental or orthodontic intent
Sabinsky,old bridge orthodontist,Phrase match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Orthodontics,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Sabinsky,mdg hillsborough,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Sabinsky,top dentist near me,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,3,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,pop smiles pennington,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,2,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Sabinsky,hipple dentist,Broad match,None,SabinskyOrthodonticsOMSearch_Orthodontics_Princeton,Invisalign,0,1,0.0,0.0,False,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,what insurance does invisalign accept,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Sabinsky,wisdom tooth removal,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Orthodontics,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Sabinsky,orthodontist near me,AI Max,None,SabinskyOrthodonticsOMSearch_Braces_Invisalign_Hillsborough,Invisalign,0,3,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,bright orthodontist,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,invisalign teen,Phrase match (close variant),None,(single campaign),Orthodontics,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,how much is invisalign,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,rich orthodontics,AI Max,None,(single campaign),Braces,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces in the bronx,Phrase match (close variant),None,(single campaign),Orthodontics,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,appareil dentaire,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Goodman Ortho,braces yonkers,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,walk in braces near me,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,invisalign lite cost,Phrase match,None,(single campaign),Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,orthodontist near me,Exact match,Added,(single campaign),Orthodontics,0,20,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces the bronx,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces 225th street,AI Max,None,(single campaign),Orthodontics,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces consultation,AI Max,None,(single campaign),Invisalign,1,1,7.3,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,1199 orthodontist,AI Max,None,(single campaign),Braces,0,2,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Goodman Ortho,braces in nyc,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces near me,Phrase match (close variant),None,(single campaign),Braces,0,4,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,4779 broadway ave new york ny 10034,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Goodman Ortho,bridgeport braces ct,Phrase match (close variant),None,(single campaign),Orthodontics,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,invisible aligners for teeth,Exact match (close variant),None,(single campaign),Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,aligners vs braces,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,invisalign doctors,Exact match (close variant),None,(single campaign),Invisalign,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,how much is braces without insurance for adults,Phrase match (close variant),None,(single campaign),Braces,1,1,3.96,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,how much for braces top teeth,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,braces check,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,myorthodontist,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Goodman Ortho,braces cost,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,daymon braces,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,clean braces teeth,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,braces consultation cost,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces fordham,AI Max,None,(single campaign),Orthodontics,0,3,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces bay plaza,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,joseph comizio,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Goodman Ortho,how much are braces,Exact match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,byte,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Clearly Wasteful,DTC mail-order aligner brand (not a local patient)
Goodman Ortho,appareil dentaire,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Goodman Ortho,murray hill orthodontics,AI Max,Excluded,(single campaign),Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces central ave,AI Max,None,(single campaign),Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,1740 central park ave yonkers ny 10710,AI Max,Excluded,(single campaign),Braces,0,2,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
Goodman Ortho,orthodontist consult,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,orthodontist bronx ny,Phrase match (close variant),None,(single campaign),Braces,0,23,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,pediatrics orthodontics,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,house of orthodontia,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces orthodontist braces & invisalign the bronx,Phrase match,None,(single campaign),Orthodontics,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,diamond braces orthodontist braces & invisalign the bronx,Phrase match,None,(single campaign),Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,orthodontics consultation,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,straight set orthodontics,AI Max,None,(single campaign),Invisalign,0,4,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,braces new york,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,can you get braces if you have bone loss,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,how much are braces with insurance,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,clear correct,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces 225th,AI Max,None,(single campaign),Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,anvery orthodontics,AI Max,None,(single campaign),Invisalign,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,orthodontic coverage,AI Max,None,(single campaign),Braces,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,affordable braces near me,Exact match,Added,(single campaign),Braces,1,2,2.73,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,braces for less,Exact match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,bracesetters middletown,AI Max,None,(single campaign),Orthodontics,0,2,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,park avenue orthodontics,AI Max,None,(single campaign),Braces,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces orthodontist braces & invisalign new york,Phrase match (close variant),None,(single campaign),Braces,0,5,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,how much is braces with insurance,Phrase match (close variant),None,(single campaign),Braces,1,2,2.09,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,braces for bottom teeth,Phrase match,None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,teeth braces,Phrase match (close variant),None,(single campaign),Orthodontics,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,alignerco,AI Max,None,(single campaign),Invisalign,0,3,0.0,0.0,True,Borderline / Low Intent,DTC mail-order aligner brand
Goodman Ortho,straight set orthodontist,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,does affinity by molina cover braces,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Relevant / Acceptable,Ortho + insurance/coverage question
Goodman Ortho,bronxville orthodontics,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,diamond braces bronx new york,AI Max,None,(single campaign),Invisalign,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,how much is invisalign without insurance,Phrase match (close variant),None,(single campaign),Invisalign,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,orthodontics near me,Phrase match (close variant),None,(single campaign),Braces,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Goodman Ortho,braces for kids,Phrase match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,orthodontics,Exact match (close variant),None,(single campaign),Braces,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Goodman Ortho,aetna dmo providers nyc,AI Max,Excluded,(single campaign),Orthodontics,0,1,0.0,0.0,True,Borderline / Low Intent,"Insurance/network lookup, no service intent"
